"ID";"DATA";"ANO";"NUM_CONSELHOS_POR_ANO";"TEMA";"TIPO_DE_DISPOSITIVO_LEGAL";"REFERENTE_OU_EMITIDA_PELO_CONSELHO";"AUTOR";"SIGLA_CONSELHO";"ANO_DE_CRIAÇÃO_DO_AUTOR";"TEMPO_DE_EXISTENCIA_AUTOR";"REFERENTE_A_AO";"ANO_CRIACAO_REFERENTE";"TEMPO_DE_EXISTENCIA_REFERENTE";"CONSELHO_OU_NAO_CONSELHO";"TEMA_RESUMIDO";"CONFERENCIA";"TERRITORIO_AO_QUAL_SE_REFERE";"CLASSIFICACAO";"OBSERVACOES";"SUBTIPOLOGIA";"X1"
"11";"2005-01-21";"2005";"19";"RESOLUÇÃO Nº 145-CMAS  RESOLVE:
Artigo 1°- Constituir Comissão Especial de Acompanhamento das atividades desenvolvidas por instituições que prestam atendimento à pessoa idosa no Município de Guarulhos.
Artigo 2º - Os principais objetivos da Comissão são:
- Acompanhar o desenvolvimento das atividades de instituições que prestam atendimento a pessoas idosas, em especial, aquelas que são alvos de denuncias de maus tratos, ingerência e omissão quanto aos direitos do idoso;
- Acompanhar em conjunto com a Secretaria de Assistência Social e Cidadania as visitas técnicas efetuadas;
- Propor conjunto de medidas a serem adotadas visando a apuração de responsabilidades dos envolvidos em denuncias e apresentar sugestões para que seja garantido os direitos aos idosos asilados/abrigados;
Artigo 3º - Constituem parte desta Comissão:
- CMAS – Conselheiros: (...)
- Um representante do Departamento de Assistência Social 
- Um representante a ser indicado pelo Conselho Municipal do Idoso
Artigo 4º - Esta Comissão de Acompanhamento é uma articulação de Apoio às resoluções deste Conselho e sua duração é pelo tempo indeterminado.
Artigo 5º - A comissão apresentará no prazo de 90 (noventa) dias, as primeiras considerações de seus trabalhos para conhecimento e manifestação pelo plenário deste Conselho.
Artigo 6º - A presente Resolução entra em vigor na data de sua publicação, revogadas disposições em contrário.
";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS e CONSELHO MUNICIPAL DO IDOSO - CMI / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA IDOSA";;;"CONSELHO";"Constituir uma Comissão Especial de Acompanhamento das atividades desenvolvidas por instituições que prestam atendimento à pessoa idosa";"Não";"-";"5";"REFERENTE AO CMI";"5A";
"12";"2005-01-21";"2005";"19";"EDITAL DE RETIFICAÇÃO Nº 01/05- CMDCA
O CMDCA - CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE DE GUARULHOS, no uso de suas atribuições legais e considerando que por falha técnica alteramos os termos da Resolução 241/CMDCA, publicada no Diário Oficial – PMG nº 005/2005 de 18/01/05, devendo considerar o que segue:
RESOLUÇÃO 241 - CMDCA (...)
";"EDITAL DE RETIFICAÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Altera os termos da Resolução 241/CMDCA que informa a mudança de razão social de uma das instituições afiliadas";"NÃO";"-";;;;
"13";"2005-01-21";"2005";"19";"COMUNICADO 04/05 – CMDCA
O Conselho Municipal dos Direitos da Criança e do Adolescente de Guarulhos no uso de suas atribuições legais, torna público a relação dos locais de votação com as respectivas Zonas Eleitorais e Seções para o pleito Eleitoral dos Conselhos Tutelares Triênio 2005/2008; a ser realizado em 12/02/2005 de acordo com a resolução 238/04 – CMDCA. (...)
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Torna público a relação dos locais de Votacão para o pleito eleitoral dos Conselhos Tutelares";"Não";"-";"3";;"3A";
"14";"2005-01-25";"2005";"19";"RESOLUÇÃO 242/05-CMDCA RESOLVE:
Artigo 1º - Aprovar os projetos a serem financiados pelo FUMCAD-Fundo Municipal de Defesa da Criança e do Adolescente no exercício de 2005, conforme previsto na Lei Municipal 6054/04.
Artigo 2º - As entidades/órgãos que tiveram seus projetos contemplados são: (...)
Artigo 3º - O valor total contido no artigo anterior deverá onerar as seguintes dotações:
1226-1691.082430722.128.335043-0100
1228-1691.082430722.128.335043-0211
Artigo 4º - Esta Resolução entre em vigor na data de sua publicação, revogadas as disposições em contrário.
";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Aprovar projetos a serem financiados pelo Fundo Municipal de Defesa da Criança e do Adolescente em 2005";"NÃO";"-";"1";;"1D";
"15";"2005-01-25";"2005";"19";"RESOLUÇÃO CONJUNTA 05/05-CMDCA/CMAS RESOLVEM:
Artigo 1º - Os projetos apresentados na modalidade ABRIGO serão contemplados através do FMAS-Fundo Municipal de Assistência Social.
Artigo 2º - Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário.
";"RESOLUÇÃO CONJUNTA";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS e CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMAS e CMDCA";;;"FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS";;;"CONSELHO";"Regular normas para o recebimento de verba do Fundo Municipal de Assistência Social";"Não";"-";"1";;"1D";
"16";"2005-01-25";"2005";"19";"COMUNICADO 05/05 – CMDCA
O Conselho Municipal dos Direitos da Criança e do Adolescente de Guarulhos no uso de suas atribuições legais, torna público o CANCELAMENTO do Comunicado 04/05-CMDCA publicado no Boletim Oficial de 21/01/2005 que trata da relação dos locais de votação com as respectivas Zonas e Seções Eleitorais para o pleito Eleitoral dos Conselhos Tutelares Triênio 2005/2008, a ser realizado em 12/02/2005 de acordo com a resolução 238/04 – CMDCA, pois ocorreu um equivoco administrativo. Passando a vigorar o inteiro teor deste:

";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Cancelamento do Comunicado04/05 e publicação dos novos lugares de votação para o pleito eleitoral dos Conselhos Tutelares";"Não";"-";;;;
"17";"2005-01-25";"2005";"19";"RESOLUÇÃO Nº 146-CMAS RESOLVE:
Artigo 1º - Aprovar os projetos a serem financiados com recursos municipais através do FMAS-Fundo Municipal de Assistência Social, no exercício de 2005, conforme previsto na Lei Municipal 6054/04.
Artigo 2º - As entidades/órgãos que tiveram seus projetos contemplados são: (...)
Artigo 3º - O valor total contido no artigo anterior deverá onerar as seguintes dotações:
1243-1692.082420752.139-335043-0100
1256-1692.082430722.128-335043-0100
1270-1692.082440742.135-335043-0100
Artigo 4º - Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário.
";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Aprova projetos financiados pelo Fundo Municipal de Assistência Social";"NÃO";"-";"1";;"1D";
"18";"2005-01-28";"2005";"19";"COMUNICADO 06/05 – CMDCA
O CMDCA -Conselho Municipal dos Direitos da Criança e do Adolescente de Guarulhos no uso de suas atribuições legais, torna público a lista de Fiscais Indicados pelos Candidatos ao pleito Eleitoral dos Conselhos Tutelares de Guarulhos, Triênio 2005/2008, de acordo com o artigo 28º da resolução 238/04 – CMDCA.
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Publica lista de fiscais indicados ao pleto eleitoral dos Conselhos Tutelares";"Não";;"6";;"6C";
"19";"2005-02-04";"2005";"19";;"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"FUNDO MUNICIPAL DE DEFESA DA CRIANÇA E DO ADOLESCENTE - FUMCAD";;;"CONSELHO";"Extrato de termo de aditamento – parcerias do FUMCAD";"Não";"CENTRO";"2";;"2A";
"20";"2005-02-04";"2005";"19";"COMUNICADO 07/05 – CMDCA
O CMDCA -Conselho Municipal dos Direitos da Criança e do Adolescente de Guarulhos no uso de suas atribuições legais, torna público que o Sr. Rogério Alves dos Santos Renunciou, por motivos particulares, a sua inscrição como Fiscal do Sr. Anderson Jose Mota Russo, nº 41 – conforme Comunicado 06/05 publicado no Boletim Oficial de nº 08/2005 em 28/01/2005, referente ao pleito Eleitoral dos Conselhos Tutelares de Guarulhos, Triênio 2005/2008, de acordo com o artigo 28º da resolução 238/04 – CMDCA. 
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Renuncia de inscrição como fiscal do pleito eleitoral dos conselhos tutelares";"Não";"-";"3";;"3A";
"21";"2005-02-04";"2005";"19";"COMUNICADO 08/05 – CMDCA
O CMDCA -Conselho Municipal dos Direitos da Criança e do Adolescente de Guarulhos no uso de suas atribuições legais, torna público que a Sra. Maria de Lourdes da Silva Renunciou, por motivos pessoais, a sua inscrição de nº 48 como Candidata ao pleito Eleitoral dos Conselhos Tutelares de Guarulhos, Triênio 2005/2008 região do Jardim São João. 
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Renuncia de candidata ao pleito eleitoral dos conselhos tutelares";"Não";"-";"3";;"3A";
"22";"2005-02-04";"2005";"19";"COMUNICADO 09/05 – CMDCA
O CMDCA -Conselho Municipal dos Direitos da Criança e do Adolescente de Guarulhos no uso de suas atribuições legais, torna público a lista de funcionários que irão trabalhar na de mesários e escrutinadores em 12 de fevereiro de 2005 (conforme lista abaixo) no pleito Eleitoral dos Conselhos Tutelares de Guarulhos, Triênio 2005/2008; e comunica a todos os funcionários que tiverem dificuldade de se locomover, que haverá condução na Sede do CMDCA – Av. Esperança, nº 209 – Centro saindo às 7h00.  (...)
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Publica lista de mesários que irão atuar no pelito eleitoral dos Conselhos Tutelares";"Não";"-";"3";;"3A";
"23";"2005-02-04";"2005";"19";"RESOLUÇÃO Nº 147-CMAS “REDE FEDERAL 2005” RESOLVE:
Artigo 1º - Aprovar os projetos a serem financiado com recursos federais através do FMAS-Fundo Municipal de Assistência Social, no exercício de 2005.
Artigo 2º - As entidades/órgãos que tiveram seus projetos contemplados são: (...)
Artigo 3º - O valor total contido no artigo anterior deverá onerar as seguintes dotações:
1244-1692.082420752.139-335043.0212
1257-1692.082430722.128-335043-0212
1259-1692.082430722.128-339030-0212
1265-1692.082430722.128-339048-0212
1271-1692.082440742.135-335043-0212
1273-1692.082440742.135-339030-0212
Artigo 4º - Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário.
";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS";;;"CONSELHO";"Aprova projetos a serem financiados com recursos federais através do FMAS";"Não";"NÃO ESPECIFICA";"1";;"1D";
"24";"2005-02-04";"2005";"19";"RESOLUÇÃO Nº 148-CMAS - “REDE ESTADUAL 2005” RESOLVE:
Artigo 1º - Aprovar os projetos a serem financiado com recursos estaduais através do FMAS-Fundo Municipal de Assistência Social, no exercício de 2005.
Artigo 2º - As entidades/órgãos que tiveram seus projetos contemplados são: (...) 
Artigo 3º - O valor total contido no artigo anterior deverá onerar as seguintes dotações:
1244-1692.082420752.139-335043.0212
1257-1692.082430722.128-335043-0212
1271-1692.082440742.135-335043-0212
1273-1692.082440742.135-339030-0212
Artigo 4º - Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário.
";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS";;;"CONSELHO";"Aprova projetos a serem financiados com recusrsos estaduais através do FMAS";"Não";"NÃO ESPECIFICA";"1";;"1D";
"25";"2005-02-04";"2005";"19";"RESOLUÇÃO Nº 149-CMAS RESOLVE:
Art. 1º -Efetivar a inscrição da Instituição: IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE GUARULHOS – no segmento Idoso, devidamente inscrita sob o nº 61. Livro 01 e fls. 62.(...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Efetiva a inscrição de uma instituição no segmento IDOSO";"NÃO";"-";"3";;"3B";
"26";"2005-02-04";"2005";"19";"COMUNICADO N°. 03/2005-CMAS
O Conselho Municipal de Assistência Social - CMAS, no uso de suas atribuições legais torna público o EXTRATO DE TERMO DE ADITAMENTO, como segue:
EXTRATO DE TERMO DE ADITAMENTO
(...)";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS";;;"CONSELHO";"Extrato de aditamento do FMAS – projeto com a prefeitura e associação";"Não";"NÃO ESPECIFICA";"2";;"2A";
"27";"2005-02-04";"2005";"19";"COMUNICADO Nº 001/2005-CMAPD
O Conselho Municipal para Assuntos da Pessoa com Deficiência de Guarulhos -CMAPD, no uso de suas atribuições legais torna público á população em geral e conforme deliberação deste conselho, o Calendário das Reuniões Ordinárias para este ano de 2005, como segue: (...)
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL PARA ASSUNTOS DA PESSOA COM DEFICIÊNCIA DE GUARULHOS - CMAPD / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA COM DEFICIÊNCIA - CMDPD";"CMDPD";"1991";"14";"CONSELHO MUNICIPAL PARA ASSUNTOS DA PESSOA COM DEFICIÊNCIA - CMAPD / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA COM DEFICIÊNCIA - CMDPD";"1991";"14";"CONSELHO";"Publica calendário das reuniões ordinárias de 2005";"NÃO";"-";"5";;"5A";
"28";"2005-02-04";"2005";"19";"COMUNICADO Nº 001/2005-CMAPD – REGIMENTO INTERNO DO CMPAD";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL PARA ASSUNTOS DA PESSOA COM DEFICIÊNCIA DE GUARULHOS - CMAPD / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA COM DEFICIÊNCIA - CMDPD";"CMDPD";"1991";"14";"CONSELHO MUNICIPAL PARA ASSUNTOS DA PESSOA COM DEFICIÊNCIA - CMAPD / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA COM DEFICIÊNCIA - CMDPD";"1991";"14";"CONSELHO";"Publica o regimento interno do CMAPD";"NÃO";"-";"5";;"5C";
"29";"2005-02-11";"2005";"19";"COMUNICADO Nº.003/05-SAS
A SECRETARIA DE ASSISTÊNCIA SOCIAL E CIDADANIA, por solicitação do Conselho Municipal dos Direitos da Criança e do Adolescente – CMDCA, vem através do presente tornar público os endereços onde serão realizadas as ELEIÇÕES DO CONSELHO TUTELAR, no próximo dia 12/02/2005 – Sábado, das 08hs00 as 17hs00, conforme segue:
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Torna público os endereços onde serão realizadas as Eleições dos Conselhos Tutelares";"Não";"-";"3";;"3A";
"30";"2005-02-11";"2005";"19";"COMUNICADO 10/05 – CMDCA
O Conselho Municipal dos Direitos da Criança e do Adolescente de Guarulhos no uso de suas atribuições legais, torna público a retificação do Comunicado 09/05 – CMDCA , que trata da lista de Funcionários para Trabalhar no pleito Eleitoral dos Conselhos Tutelares Triênio 2005/2008; publicado no Diário Oficial da PMG; em 04/02/2005. (...)
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Retificação comunicado 09/05 que trata das lista dos funcionarios que trabalharão no pleito eleitoral dos conselhos tutelares";"Não";"-";;;;
"31";"2005-02-11";"2005";"19";"COMUNICADO 11/05 – CMDCA
O CMDCA - Conselho Municipal dos Direitos da Criança e do Adolescente de Guarulhos, no uso de suas atribuições legais, torna público que aos servidores públicos municipais, devidamente designados para realização do processo eleitoral, fica autorizado o voto em transito, conforme comunicado 09/05 – CMDCA, em conformidade com a resolução 238/04 – CMDCA. 
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Autoriza o voto em trânsito durante o pleito eleitoral dos Conselhos Tutelares";"Não";"-";"3";;"3A";
"32";"2005-02-11";"2005";"19";"Comunicado nº 12/05 Comissão Eleitoral
A comissão Eleitoral comunica a toda a população, aos candidatos e demais interessados o presente Manual das Eleições dos Conselhos Tutelares que será base de toda a atuação desta Comissão no Processo Eleitoral a ser realizado no próximo dia 12/02/2005.
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Publicação do manual das eleições dos conselhos tutelares";"Não";"-";"6";"MANUAL ANEXADO";"6C";
"33";"2005-02-11";"2005";"19";"RESOLUÇÃO 243/05-CMDCA
O CMDCA-Conselho Municipal de Defesa da Criança e Adolescente, no uso de suas atribuição legais contidas na Lei Federal 8069/1990-Estatuto da Criança e do Adolescente, na Lei Orgânica do Município, de acordo com a resolução 238/04 –CMDCA torna público a lista de Candidatos Deferidos para participar do Processo Eleitoral dos Conselhos Tutelares Triênio 2005/2008 em 12/02/2005, o que não exclui pendência/sindicância em tramitação já instauradas. 
(...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Torna Pública a lista de candidatos deferidos para participar das eleições dos conselhos tutelares";"Não";"-";"6";;"6C";
"34";"2005-02-11";"2005";"19";"RESOLUÇÃO 244/05-CMDCA RESOLVE:
Art. 1 º - altera o art. 27º da Resolução 238/04, para constar que a votação eletrônica será viabilizada através de empresa especializada contratada pela P.M.G, em conformidade com legislação vigente, haja visto a impossibilidade de convenio com o T.R.E. em razão do disposto no art. 10 da Resolução do TSE nº 21.619.
Art. 2 º - A redação do Art. 27º da resolução 238/04 – CMDCA é a seguinte: A votação será eletrônica mediante contrato com a empresa especializada. 
Art. 3º Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrario.
";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHOS TUTELARES";;;"CONSELHO";"Resolve que a votação eletronica será viabilizada através de empresa contratada pela prefeitura";"Não";"-";"3";;"3A";
